timestamp,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
0.8823511600494385,0.1420859368971628,2.16385531294326,0.1088423894210054,-0.0084382836524957,-0.0027569993017342,-0.0154362859992665,0.9998414451293762
0.8924846649169922,0.1417969854094401,2.163904681776624,0.1086150980738397,-0.0081512253100612,-0.0025948654537363,-0.0157826899535187,0.9998388524642624
0.9022934436798096,0.1419624175230712,2.1639582055514333,0.1087502116882343,-0.0085351110979757,-0.0025303865185303,-0.0156055441326665,0.999838594981678
0.9131405353546143,0.1422503302542305,2.164004839062593,0.1091627297419125,-0.0084726522150855,-0.0026512502051376,-0.0155002825589824,0.999840450410656
0.9222946166992188,0.1419002889820312,2.1638619170217512,0.1087098357066985,-0.0084323834691187,-0.0025595288710317,-0.0158197939444546,0.9998360254764496
0.9328310489654541,0.1419365558794632,2.1638442827160405,0.108660344260102,-0.0085109560287784,-0.0026781589259177,-0.0157055185279686,0.9998368505811392
0.9423341751098633,0.142107878157675,2.163924137380874,0.1089059310054077,-0.0083807834244261,-0.0027314648852638,-0.0155670686023732,0.9998399711673376
0.9523327350616455,0.141836748770728,2.163923754530153,0.108561158728818,-0.0080561867639586,-0.0026038806680328,-0.0157024677432202,0.9998408624211476
0.9635541439056396,0.141908286258856,2.1639168499998176,0.1086746537466264,-0.0082612510825614,-0.0026057140366326,-0.0156401831606964,0.9998401605534808
0.9724102020263672,0.1422490152189256,2.163985359762284,0.1090857874874454,-0.0083441163509201,-0.0025748567993882,-0.0154678194261997,0.9998422337533976
0.9825377464294434,0.141919659402035,2.16387151066331,0.1086872848955558,-0.0084085801154921,-0.0027176338534584,-0.0156453523511834,0.9998385535657682
0.9923214912414551,0.1418746057605469,2.163849719119261,0.1086041198463173,-0.0081158819370354,-0.0025409249615439,-0.0158307139559621,0.9998385192901744
1.0023114681243896,0.1420264833334015,2.163946733905798,0.1087786034653964,-0.0083231603645869,-0.0026291092374561,-0.0157412976907398,0.9998379990444324
1.0123276710510254,0.1419296699285809,2.163961445466873,0.1087666123222302,-0.0084908798099187,-0.0025607950326383,-0.0157105018185607,0.9998372504670264
1.0223162174224854,0.1418968559435716,2.1639396720541413,0.108847615684854,-0.0085202308215873,-0.0025788792210992,-0.0157572558916143,0.9998362185555572
1.0323128700256348,0.1420868016270925,2.1639229208116832,0.108961102119067,-0.0085757512628332,-0.002703185353564,-0.0155995058974411,0.9998378892075348
1.0423600673675537,0.142030159150702,2.163882599774374,0.1088412839316731,-0.0086607304695663,-0.0028261707699646,-0.0155912513877084,0.9998369453999376
1.0525586605072021,0.1418668783202112,2.163870044535304,0.1086819524639386,-0.0082152297275056,-0.0025901045562801,-0.0157706519963367,0.9998385309111278
1.0640692710876465,0.14194882097292,2.163908709566943,0.1086973382826249,-0.0080251042928523,-0.0025224518493379,-0.0157441466466433,0.999840665698353
1.0723114013671875,0.1420277504917296,2.163963674290353,0.1087954214248939,-0.0082709337086234,-0.0026057530585908,-0.0156398336111877,0.9998400858693351
1.0825035572052002,0.1419763787735987,2.1639551386196145,0.1088288132383637,-0.0084631887109102,-0.0026033502681051,-0.0156479844192073,0.9998383557294857
1.09254789352417,0.141995135222925,2.1638984081753465,0.1088106549195414,-0.0085249210025281,-0.0026893492282882,-0.0156374120912906,0.9998377690734216
1.1022851467132568,0.1419850319337586,2.1638829834366646,0.1087400929031992,-0.0085483317341429,-0.0027104123482871,-0.0155426163680354,0.9998389904209084
1.113905906677246,0.1419290070525577,2.163907072685533,0.1087282500224121,-0.0082905347697189,-0.0026396742943175,-0.0157774873937509,0.9998376718469816
1.1223092079162598,0.1418008828748961,2.163920806481053,0.1086265805494997,-0.0083673924595183,-0.0025349272859764,-0.0158010163954378,0.9998369310882422
1.1328418254852295,0.1419482661437231,2.163974616072368,0.1088711784000257,-0.0085098761250466,-0.0025698340157838,-0.0156529543583806,0.9998379683635354
1.142775535583496,0.1420952090520032,2.16396846764205,0.1090494791772081,-0.008624415478226,-0.0026643103449547,-0.0154800462192157,0.99983943164745
1.1523432731628418,0.1418497608846441,2.1638609605486745,0.1086596245508437,-0.0084410263115457,-0.0025358603805018,-0.0157760369526574,0.9998367042397508
1.162332534790039,0.142085936137697,2.1638557175970954,0.1088291876625882,-0.0083903771955263,-0.0026774620658306,-0.0156639195938385,0.9998385241579568
