timestamp,w_ifo001,w_ifo002
0.1321630477905273,0.0,1.0
0.1691629886627197,0.0,1.0
0.1921629905700683,0.0,1.0
0.2331604957580566,0.2,0.8
0.2601604461669922,0.0,1.0
0.3051605224609375,0.2,0.8
0.3321616649627685,0.0,1.0
0.3621618747711181,0.2,0.8
0.4031617641448974,0.0,1.0
0.4275853633880615,1.0,0.0
0.4341623783111572,1.0,0.0
0.4671931266784668,1.0,0.0
0.4691622257232666,1.0,0.0
0.4901623725891113,1.0,0.0
0.4984745979309082,1.0,0.0
0.5274746417999268,1.0,0.0
0.5331635475158691,1.0,0.0
0.5336990356445312,1.0,0.0
0.5494682788848877,1.0,0.0
0.5564744472503662,1.0,0.0
0.5588841438293457,1.0,0.0
0.5682134628295898,1.0,0.0
0.5701632499694824,1.0,0.0
0.5994737148284912,1.0,0.0
0.603163480758667,1.0,0.0
0.6116988658905029,1.0,0.0
0.6274738311767578,1.0,0.0
0.6311581134796143,1.0,0.0
0.6316909790039062,1.0,0.0
0.6564738750457764,1.0,0.0
0.6601581573486328,1.0,0.0
0.697472333908081,1.0,0.0
0.7031581401824951,1.0,0.0
0.7274720668792725,1.0,0.0
0.7391552925109863,1.0,0.0
0.7624721527099609,1.0,0.0
0.7642710208892822,0.6,0.4
0.7731554508209229,0.6,0.4
0.7749209403991699,0.8,0.2
0.7924158573150635,0.8,0.2
0.7974715232849121,0.8,0.2
0.8021552562713623,0.8,0.2
0.8025867938995361,0.8,0.2
0.8093702793121338,0.8,0.2
0.8184714317321777,0.8,0.2
0.8301553726196289,0.8,0.2
0.8368966579437256,0.8,0.2
0.8512353897094727,0.8,0.2
0.8591554164886475,0.8,0.2
0.860471248626709,0.8,0.2
0.8713059425354004,0.8,0.2
0.8817994594573975,0.8,0.2
0.8884696960449219,0.8,0.2
0.8944966793060303,0.8,0.2
0.9011554718017578,0.8,0.2
0.9026200771331788,0.6,0.4
0.9144363403320312,0.7,0.3
0.9164698123931884,0.7,0.3
0.9311561584472656,0.7,0.3
0.9481983184814452,0.7,0.3
0.9569673538208008,0.7,0.3
0.9584698677062988,0.7,0.3
0.965156078338623,0.7,0.3
0.9714398384094238,0.7,0.3
0.9864702224731444,0.7,0.3
0.9930312633514404,0.7,0.3
1.0001561641693115,0.7,0.3
1.0252578258514404,0.7,0.3
1.0284702777862549,0.7,0.3
1.0291564464569092,0.7,0.3
1.0406346321105957,0.7,0.3
1.0564701557159424,0.7,0.3
1.0574159622192385,0.7,0.3
1.0661563873291016,0.7,0.3
1.0967469215393066,0.7,0.3
1.0984678268432615,0.7,0.3
1.10015606880188,0.7,0.3
1.1014974117279053,0.7,0.3
1.111840009689331,0.7,0.3
1.1257812976837158,0.7,0.3
1.1264679431915283,0.7,0.3
1.1301565170288086,0.7,0.3
1.133012771606445,0.7,0.3
1.1456294059753418,0.7,0.3
1.1537823677062988,0.7,0.3
