timestamp,w_ifo001,w_ifo002
0.0338139533996582,0.0,1.0
0.0688152313232421,0.0,1.0
0.0898151397705078,0.0,1.0
0.1318151950836181,0.2,0.8
0.1598103046417236,0.2,0.8
0.201810598373413,0.0,1.0
0.2298104763031005,0.0,1.0
0.2588098049163818,0.0,1.0
0.2998099327087402,0.0,1.0
0.3218097686767578,0.0,1.0
0.3418936729431152,1.0,0.0
0.3637185096740722,1.0,0.0
0.3698091506958008,1.0,0.0
0.3847184181213379,1.0,0.0
0.3892292976379394,1.0,0.0
0.3908090591430664,1.0,0.0
0.4267184734344482,1.0,0.0
0.433182954788208,1.0,0.0
0.4338090419769287,1.0,0.0
0.446662425994873,1.0,0.0
0.4547176361083984,1.0,0.0
0.4554729461669922,1.0,0.0
0.4608087539672851,1.0,0.0
0.4728224277496338,1.0,0.0
0.4898087978363037,1.0,0.0
0.4917178153991699,1.0,0.0
0.5050344467163086,1.0,0.0
0.5257177352905273,1.0,0.0
0.5318088531494141,1.0,0.0
0.555718183517456,1.0,0.0
0.5588104724884033,1.0,0.0
0.5849628448486328,1.0,0.0
0.5887181758880615,1.0,0.0
0.5975420475006104,1.0,0.0
0.6018104553222656,1.0,0.0
0.608271598815918,1.0,0.0
0.624718189239502,1.0,0.0
0.6283931732177734,0.8,0.2
0.6288104057312012,0.8,0.2
0.6415960788726807,0.8,0.2
0.6547510623931885,0.8,0.2
0.6597170829772949,0.8,0.2
0.6598083972930908,0.8,0.2
0.6656804084777832,0.8,0.2
0.6741302013397217,0.8,0.2
0.686521053314209,0.8,0.2
0.6867172718048096,0.8,0.2
0.6988084316253662,0.8,0.2
0.6993706226348877,0.8,0.2
0.7028424739837646,0.8,0.2
0.723717212677002,0.8,0.2
0.7296895980834961,0.8,0.2
0.7338082790374756,0.8,0.2
0.7391180992126465,0.8,0.2
0.7457230091094971,0.8,0.2
0.7587180137634277,0.8,0.2
0.7682452201843262,0.8,0.2
0.7688086032867432,0.8,0.2
0.7887182235717773,0.8,0.2
