timestamp,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
0.33202123641967773,0.0112651606775533,0.0282225555940242,0.1262500636519589,0.0120067127175317,0.0112852880107996,0.0465244578411232,0.9987812352796892
0.34210753440856934,0.0111487483181517,0.0282326109182845,0.1262276250692768,0.0121576511687566,0.011420193816057,0.0466014007863347,0.9987742888841372
0.3520052433013916,0.0111128805880828,0.028171143509664,0.1262873451891907,0.012227571706349,0.0113986330773478,0.0464533541724886,0.9987805782754586
0.36209702491760254,0.0112152709154832,0.0281266616862959,0.1262880920993032,0.0121740995724571,0.01130747231813,0.0465709041129235,0.9987767935126844
0.3726937770843506,0.0111152832755588,0.0275252077435403,0.1264987818952384,0.0147438802765693,0.015632555634468,0.0499658021775853,0.9985197343124852
0.3821580410003662,0.0111198489262166,0.0275974844616437,0.1265301329695649,0.014689262527602,0.0152510945941971,0.0498815423608675,0.9985306512129586
0.3920252323150635,0.0110076631585564,0.0276542492606145,0.1267482873778221,0.013538932099191,0.0139193058200283,0.0492563418329852,0.9985973978697992
0.402055025100708,0.0109509812898296,0.0276554527346726,0.1267713032071413,0.013530828010467,0.0137536308522706,0.049256408758717,0.99859979998392
0.412003755569458,0.0108832735829506,0.0275611245849666,0.1266969991944498,0.0136612695268018,0.0140790122036604,0.049268761981109,0.9985928801183864
0.42241382598876953,0.0110033247854096,0.0275277012360749,0.1267643196417244,0.0135774334416274,0.0138736916470535,0.0493718668025435,0.9985918048680616
0.43212175369262695,0.0109632746717811,0.0275623351703373,0.126668011360863,0.0137076185095923,0.0146871949297001,0.0495875159924166,0.9985677071473896
0.4420323371887207,0.0108847447120545,0.0276219320934214,0.1265582609926947,0.0138354370748912,0.014898844537509,0.0495082112579189,0.9985667439537704
0.45202088356018066,0.0110630761014804,0.0276512028837935,0.1267581349253381,0.0135941155060947,0.0135606907548308,0.0491072355728034,0.9986089260087032
0.4620530605316162,0.0109274858262906,0.027655866297099,0.1267312606727825,0.0134898838452933,0.0134945918271369,0.049002236921766,0.9986163927164036
0.4720723628997803,0.0108130773969488,0.0276358551961516,0.126570090065227,0.0133769872540943,0.0140303860005241,0.0491132626701651,0.9986050730446804
0.48408937454223633,0.0110001404051942,0.0276567077680706,0.1266408320553139,0.0132426601318836,0.0136632374191796,0.0489062281697871,0.998622115087616
