timestamp,w_ifo001,w_ifo002
0.0059621334075927,0.5,0.5
0.0359621047973632,0.5000001192092896,0.49999988079071045
0.0769622325897216,0.5,0.5
0.1059613227844238,0.49999988079071045,0.5000001192092896
0.1409614086151123,0.49999988079071045,0.5000001192092896
0.1759612560272216,0.4999999403953552,0.5000000596046448
0.2059583663940429,0.49999988079071045,0.5000001192092896
0.2409584522247314,0.4999997019767761,0.5000002980232239
0.2623791694641113,0.5000001192092896,0.49999988079071045
0.2769584655761719,0.49999988079071045,0.5000001192092896
0.2893314361572265,0.5,0.5
0.3045594692230224,0.49999988079071045,0.5000001192092896
0.3089580535888672,0.49999964237213135,0.5000003576278687
0.313389778137207,0.4999998211860657,0.5000001788139343
0.3244619369506836,0.49999988079071045,0.5000001192092896
0.3369584083557129,0.5000000596046448,0.4999999403953552
0.3587937355041504,0.4999997019767761,0.5000002980232239
0.3639190196990967,0.4999998211860657,0.5000001788139343
0.3779580593109131,0.4999998211860657,0.5000001788139343
0.3999190330505371,0.4999995231628418,0.5000004768371582
0.4069573879241943,0.5000000596046448,0.4999999403953552
0.4359190464019775,0.4999997615814209,0.5000002384185791
0.4359574317932129,0.4999998211860657,0.5000001788139343
0.4396708011627197,0.003836208488792181,0.9961638450622559
0.453808069229126,0.07658348977565765,0.9234164953231812
0.4613406658172607,0.07608458399772644,0.923915445804596
0.4649171829223633,0.07584972679615021,0.924150288105011
0.4702143669128418,0.07550413906574249,0.9244958758354187
0.4779572486877441,0.0750039666891098,0.9249960780143738
0.5049171447753906,0.07330769300460815,0.9266923069953918
0.5069589614868164,0.07318215072154999,0.9268178343772888
0.5339171886444092,0.07156136631965637,0.928438663482666
0.5346622467041016,0.0044396184384822845,0.9955604076385498
0.5359587669372559,0.07646459341049194,0.9235354065895081
0.5437707901000977,0.07566608488559723,0.9243338704109192
0.568915843963623,0.07313251495361328,0.9268674254417419
0.5779590606689453,0.07223495095968246,0.9277650713920593
0.5797843933105469,0.07205479592084885,0.9279451966285706
0.6039159297943115,0.06969989836215973,0.9303001165390015
0.6059598922729492,0.06950291246175766,0.9304971098899841
0.634915828704834,0.0667528361082077,0.9332472085952759
0.6392498016357422,0.06634782999753952,0.9336521625518799
0.6419599056243896,0.06609548628330231,0.9339045286178589
0.6530487537384033,0.06507014483213425,0.9349299073219299
0.6640899181365967,0.06404975801706314,0.9359502792358398
0.6669144630432129,0.06377963721752167,0.9362203478813171
0.6769599914550781,0.06282470375299454,0.9371752738952637
0.682960033416748,0.0018197966273874044,0.9981801509857178
0.6949145793914795,0.04135080799460411,0.958649218082428
0.6989092826843262,0.04094011336565018,0.9590598940849304
0.705960750579834,0.04026179388165474,0.9597381949424744
0.7379145622253418,0.0371488556265831,0.9628511667251587
0.74178147315979,0.03675970807671547,0.9632402658462524
0.7439751625061035,0.03654024377465248,0.9634597301483154
0.7469606399536133,0.03624291718006134,0.9637570977210999
0.7551326751708984,0.0354374460875988,0.9645625948905945
0.7649133205413818,0.034489523619413376,0.9655104875564575
0.7681334018707275,0.03417321294546127,0.9658268094062805
0.7759604454040527,0.03341210260987282,0.9665879011154175
0.7812774181365967,0.03289242088794708,0.9671075940132141
0.7939133644104004,0.03167920559644699,0.9683208465576172
0.7951948642730713,0.03155786171555519,0.9684421420097351
0.8077247142791748,0.03038826771080494,0.9696117639541626
0.8109586238861084,0.030091287568211555,0.9699086546897888
0.8216371536254883,0.029124924913048744,0.970875084400177
0.8369133472442627,0.027780408039689064,0.9722195863723755
0.8459587097167969,0.027005139738321304,0.972994863986969
0.8467659950256348,0.0014969148905947804,0.9985030889511108
0.8557984828948975,0.028495565056800842,0.9715043902397156
0.8649117946624756,0.027474163100123405,0.9725258350372314
0.8669586181640625,0.02724841795861721,0.9727516174316406
0.86830735206604,0.02710038237273693,0.9728996157646179
0.8728229999542236,0.026608876883983612,0.9733911752700806
0.8797838687896729,0.025863828137516975,0.9741361737251282
0.8939118385314941,0.024398045614361763,0.9756019711494446
0.9020400047302246,0.023582732304930687,0.9764173030853271
0.9091224670410156,0.02288873679935932,0.977111279964447
0.9109578132629396,0.022711344063282013,0.9772886633872986
0.9248785972595216,0.021404460072517395,0.9785955548286438
0.9389119148254396,0.02017778903245926,0.9798222184181213
0.940039873123169,0.020081596449017525,0.9799184203147888
0.945957899093628,0.019582530483603477,0.9804174900054932
0.9647378921508788,0.018061773851513863,0.9819382429122925
0.9659090042114258,0.01797008141875267,0.9820299744606018
0.97896146774292,0.016972295939922333,0.9830276966094971
0.9799578189849854,0.01689794659614563,0.9831020832061768
0.9949090480804444,0.01585751585662365,0.9841424822807312
