timestamp,tracker,dx,dy,dz
0.0059621334075927,ifo001,0.2812253053186892,0.0459698964565947,0.28071176724209485
0.0059621334075927,ifo002,0.11009229649365183,0.3238766546034061,0.20732486309089862
0.0359621047973632,ifo001,0.2855903100767921,0.04893170484551999,0.2757605175712301
0.0359621047973632,ifo002,0.11035787948474696,0.3239500285557375,0.20706887123458934
0.0769622325897216,ifo001,0.2894106254115626,0.05169434956074524,0.27123639896293367
0.0769622325897216,ifo002,0.11102443962529888,0.3239565352925408,0.20670204896696384
0.1059613227844238,ifo001,0.2918211145353081,0.053041169175325545,0.2683785972910006
0.1059613227844238,ifo002,0.11170890195712331,0.32389432061372003,0.20643059438394928
0.1409614086151123,ifo001,0.2941876320279865,0.05407660843853564,0.26557363871730816
0.1409614086151123,ifo002,0.11277178872197673,0.32374316904857,0.20608950522245165
0.1759612560272216,ifo001,0.29626081026108886,0.0545192880281591,0.2631675883089439
0.1759612560272216,ifo002,0.11409565109736579,0.3235056820943316,0.20573345875999224
0.2059583663940429,ifo001,0.29784993455150444,0.0544304186099344,0.2613862008936429
0.2059583663940429,ifo002,0.11543972367052417,0.3232303468763264,0.20541619472934153
0.2409584522247314,ifo001,0.2996008838431294,0.053797258831768884,0.25950947062217855
0.2409584522247314,ifo002,0.1172545059974132,0.3228210211412448,0.205031629590721
0.2623791694641113,ifo001,0.28250506521991914,0.09445458676806513,0.2669629546651807
0.2623791694641113,ifo002,0.1184972058085662,0.3225214467635198,0.20478849721878528
0.2769584655761719,ifo001,0.28312730002361464,0.09389976972421855,0.26649909048076853
0.2769584655761719,ifo002,0.11940071907105355,0.32229534614765487,0.20461959372669744
0.2893314361572265,ifo001,0.2848967548773151,0.08025260839273073,0.2690601380854067
0.2893314361572265,ifo002,0.11857077102724996,0.32238261628717413,0.20496443831513828
0.3045594692230224,ifo001,0.23411375726421904,0.09466259108324449,0.31020919152893706
0.3045594692230224,ifo002,0.11999276028863011,0.3220520937900752,0.20465626392501143
0.3089580535888672,ifo001,0.2325633469142682,0.0933870705554837,0.31175815101629484
0.3089580535888672,ifo002,0.12029894266730833,0.321972023030947,0.20460249455587537
0.313389778137207,ifo001,0.22662361872809628,0.08477686721470118,0.31851941576588927
