timestamp,tracker,nis,S,R_eff
0.4396708011627197,ifo001,0.7159280981593937,4.31866658667416,0.6400000000000001
0.5346622467041016,ifo001,0.01828746325696607,1.6041634694865667,0.6395423898662252
0.682960033416748,ifo001,0.2759027826973932,1.9189865748073114,0.637502071561605
0.8467659950256348,ifo001,0.01519920141447173,1.532017917276797,0.6344292932763763
1.0743765830993652,ifo002,0.4641591375206117,9.423502985301704,0.6400000000000001
1.0892932415008545,ifo001,0.06871185627197363,1.6628851732348346,0.6299341499022098
1.1237878799438477,ifo002,0.0014306567990628825,1.340531769568263,0.6391315500088999
1.1526753902435305,ifo002,0.00445294416401255,0.9981422656679146,0.6366751294001792
1.1571457386016846,ifo002,0.0015108073164606481,0.8647919518916258,0.6327334816801861
1.177311897277832,ifo001,0.15888920691530495,1.4691198799175547,0.6242216052595012
1.2088580131530762,ifo002,0.02618984206249755,0.926586518063379,0.6274032238458892
1.236938714981079,ifo002,0.02620245149443579,0.8280746093023102,0.6208381368939418
1.338294267654419,ifo001,0.000737185223019337,2.676333640690638,0.6175706967758728
1.3445632457733154,ifo001,0.0420543975096904,0.9584874037579374,0.6097536684160112
1.3544080257415771,ifo001,0.08872772959394117,0.9354707990261396,0.600964921020351
1.4610073566436768,ifo001,0.002593391110643151,1.3278831720038,0.5914078705211004
1.4773907661437988,ifo001,0.013316586520777884,0.815653509963332,0.5809833784676373
1.5314340591430664,ifo002,0.17640158065014275,1.8355366919189469,0.6131437329470824
1.6242403984069824,ifo002,0.05984361529218745,1.9264225658307024,0.6047393975107177
1.6574811935424805,ifo001,0.0012324678402957758,1.0200359031691812,0.5698179912320921
1.7108235359191897,ifo002,0.0018468444326280636,1.4171493219103233,0.5954619221519479
1.728003978729248,ifo001,0.014291684701842429,0.9266444480059078,0.5579797681936925
1.7628686428070068,ifo002,0.001910970497006298,0.9225094949625685,0.5852813205816393
1.782198190689087,ifo002,0.0001510593336326615,0.8123819298226851,0.5743006305426868
1.797520637512207,ifo002,0.0014352767522008345,0.7439398542195075,0.562615440746192
1.8174223899841309,ifo001,0.00040060286670586074,1.085132427306228,0.5455954154060364
1.846165895462036,ifo002,0.0007327053973436788,0.7627368137363095,0.5503250996834801
1.8838927745819087,ifo002,3.0803725694512084e-07,0.707855758729056,0.5375195605135832
1.9695570468902588,ifo001,0.00497755121047598,1.6379517802516892,0.5327179890053553
1.971461057662964,ifo001,0.004183663061171729,0.7873952940026598,0.5194450561065764
1.994584560394287,ifo001,0.00046037397546804556,0.8253268655188448,0.5058543069617182
2.161198377609253,ifo001,0.000549877703735285,1.2074388569817776,0.49201039336040225
2.171639919281006,ifo001,6.328149177942123e-05,0.6973232214402596,0.4800000000000001
